gene1,gene2,statistic,pvalue
ARHGAP36,SDC1,0.8816142639017979,6.760978638694482e-05
ARHGAP36,SLC6A5,0.8715082056566804,0.0001039693351102
ARHGAP36,ST6GALNAC2,0.8533257153080885,0.0002075699998861
ARHGAP36,STAC,0.873356923092944,9.635982372505574e-05
ARRDC4,B3GNT5,0.8708985799394873,0.0001065812708596
ARRDC4,C21orf62,0.876039331649365,8.611715132917627e-05
ARRDC4,CFI,0.8576002218085579,0.0001779348092674
ARRDC4,LINC00906,0.8752180338129821,8.915588424147985e-05
ARRDC4,LTF,0.9186553998525278,9.23683117184484e-06
ARRDC4,TNC,0.8620107290517448,0.0001509952424491
ATP1B4,EVI2B,0.8580441891481705,0.0001750614200265
ATP1B4,LTF,0.8995217211985567,2.8426111601685408e-05
ATP1B4,PRPH,0.8803405293528908,7.152670480439561e-05
B3GNT5,CD84,0.8606196011610799,0.0001591140068906
B3GNT5,DOCK8,0.883519533569299,6.207330893574075e-05
B3GNT5,ITGAL,0.8822461324848812,6.573153493397752e-05
B3GNT5,LPAR5,0.8738202580627027,9.452434193674188e-05
B3GNT5,LPCAT2,0.8590042089839921,0.0001689745070512
B3GNT5,LST1,0.8623876279255152,0.0001488535513348
B3GNT5,LTF,0.8524480018477705,0.0002141147354316
B3GNT5,NCKAP1L,0.9159782275816424,1.0979528164962208e-05
B3GNT5,PTAFR,0.934724494021404,2.841282122330836e-06
B3GNT5,SAMSN1,0.9002556429263902,2.7342450279091008e-05
B3GNT5,SCIN,0.8673924301442073,0.0001226403878153
B3GNT5,SYK,0.9090596686117348,1.673668561399454e-05
B3GNT5,TBXAS1,0.8710666427631651,0.0001058560294575
B3GNT5,TMEM119,0.8647229341070978,0.0001361174316356
B3GNT5,TMIGD2,0.9165255837057804,1.060327145806348e-05
BIN2,BLNK,0.8784761221147189,7.75856998979714e-05
BIN2,C3,0.8884789786744368,4.934732598048763e-05
BIN2,C3AR1,0.8558382043359605,0.000189711639292
BIN2,CD37,0.8659775081349796,0.0001296438708078
BIN2,CD53,0.8651783736079791,0.0001337382251934
BIN2,CSF2RA,0.8786543724748102,7.698925241018821e-05
BIN2,CX3CR1,0.8625401622574469,0.0001479937105258
BIN2,CYBB,0.9033731544700602,2.310300338738785e-05
BIN2,DOCK2,0.911688015837062,1.431750975470593e-05
BIN2,GPR34,0.8564283884065834,0.0001856998932221
BIN2,HPGDS,0.8764059870266485,8.478760172621017e-05
BIN2,IGSF6,0.8896974962949246,4.656649236332532e-05
BIN2,ITGAM,0.9289837348645666,4.4666433501278745e-06
BIN2,ITGB2,0.8844097981396377,5.961409472702445e-05
BIN2,LILRB4,0.8744171420550149,9.22011386683073e-05
BIN2,LST1,0.8788946110060314,7.619119864584754e-05
BIN2,LY86,0.9063415960582372,1.957426353129175e-05
BIN2,NSUN7,0.9146160430555004,1.1962826058407233e-05
BIN2,OLR1,0.942937607996532,1.3780592228760672e-06
BIN2,P2RY12,0.9105256255605992,1.5349949754853205e-05
BIN2,P2RY13,0.8711055090627055,0.0001056888727022
BIN2,PIK3R5,0.868869889255043,0.0001156532799165
BIN2,PLD4,0.8751971077870531,8.923441421367922e-05
BIN2,PTGS1,0.8548511380494783,0.0001965752432958
BIN2,RASAL3,0.8955441428285912,3.491619918538804e-05
BIN2,RNASE6,0.931476184164126,3.6877333663201623e-06
BIN2,SELPLG,0.8594673381960989,0.0001660990647416
BIN2,SMIM35,0.8744784957352141,9.1964949765375e-05
BIN2,TLR1,0.9157400980718768,1.1146545529883436e-05
BIN2,TLR6,0.90283039814886,2.3800259708334e-05
BIN2,TNFAIP8L2,0.8844492178461465,5.950703803598266e-05
BIN2,TREM2,0.8985068986810629,2.9981149211203563e-05
BIN2,WDFY4,0.92076794288972,8.025509707210646e-06
BLNK,C3,0.878476297351118,7.758511172456411e-05
BLNK,CD37,0.8633068811439787,0.0001437315105922
BLNK,CX3CR1,0.8560523472057283,0.0001882481124613
BLNK,CYBB,0.8998060155559403,2.800231908563599e-05
BLNK,DOCK2,0.8531790144499518,0.0002086526495753
BLNK,DOCK8,0.8663115201444415,0.0001279625151485
BLNK,GAL3ST4,0.8636213128454916,0.000142012167158
BLNK,HPGDS,0.9446152166667916,1.1732982851261294e-06
BLNK,IGSF6,0.9453911645032702,1.0873326500334004e-06
BLNK,ITGAM,0.8731934449656357,9.701419497154996e-05
BLNK,LINC00323,0.8714690604968358,0.0001041354991134
BLNK,LPAR5,0.8610519836382782,0.0001565541831012
BLNK,LST1,0.9321298971731974,3.502821039235001e-06
BLNK,LY86,0.8557972616902545,0.0001899924849574
BLNK,MPEG1,0.9329948501574044,3.269756686884408e-06
BLNK,MROCKI,0.9040914242883688,2.2205635881653856e-05
BLNK,NCKAP1L,0.893575038118161,3.854240888850606e-05
BLNK,P2RY13,0.8788559611533443,7.631914138319325e-05
BLNK,RASAL3,0.9005730617643852,2.6884184432441787e-05
BLNK,SAMSN1,0.8746827924336553,9.118196981352024e-05
BLNK,SIGLEC11,0.855697158868985,0.0001906805343792
BLNK,SUSD3,0.882052602080202,6.630231186489494e-05
BLNK,TLR6,0.9053783585690252,2.0668050727351955e-05
BLNK,TNFAIP8L2,0.8579534378755862,0.0001756457399321
BLNK,WDFY4,0.9242425791286394,6.314186573039296e-06
BTBD16,C10orf90,0.8778727365447828,7.963221528316072e-05
BTBD16,CARNS1,0.928150846285592,4.754711466389057e-06
BTBD16,CDK18,0.942765370670928,1.4006228832378654e-06
BTBD16,CLCA4,0.9285932903639332,4.599873531761608e-06
BTBD16,CNTN2,0.905636526133807,2.0370185216813017e-05
BTBD16,COL4A5,0.895841446027125,3.4393380223898564e-05
BTBD16,DEPDC7,0.8775899720900118,8.060602510169272e-05
BTBD16,DNAH17,0.9072882443041574,1.854520254572757e-05
BTBD16,DOCK10,0.8596833482656756,0.0001647713301857
BTBD16,ENPP2,0.9585746308954204,2.440551514956502e-07
BTBD16,ERBB3,0.8838182333161181,6.123930509250466e-05
BTBD16,EVI2A,0.8886985865691706,4.883655419906477e-05
BTBD16,FA2H,0.9220762135608084,7.342065786316581e-06
BTBD16,FRMD4B,0.8644493763583566,0.0001375626529938
BTBD16,GAL3ST1,0.9032256921164196,2.329079409085616e-05
BTBD16,GIPR,0.8966424383881098,3.301603540933344e-05
BTBD16,GJB1,0.9489614816924924,7.548648731927053e-07
BTBD16,GLDN,0.9159955502189548,1.0967457762152243e-05
BTBD16,GPD1,0.8808510121976826,6.99356566975428e-05
BTBD16,GPR62,0.8787702282293249,7.6603557384296e-05
BTBD16,HAGLR,0.9048323570944622,2.130956262250163e-05
BTBD16,HOXD1,0.923805532680792,6.511567568810306e-06
BTBD16,HSPA2,0.8670604857206359,0.0001242556193431
BTBD16,IQGAP3,0.8539455964981725,0.0002030445621026
BTBD16,KLK6,0.9130719829798488,1.3162018421483184e-05
BTBD16,LDB3,0.884761917320157,5.866325182499603e-05
BTBD16,LINC00639,0.8891097562540848,4.789164842162009e-05
BTBD16,LINC03002,0.8597819282030627,0.0001641682149104
BTBD16,LINC03013,0.875702080765315,8.735475539607796e-05
BTBD16,MAG,0.8523766725868488,0.0002146537395163
BTBD16,MOG,0.929986253779403,4.138791484430031e-06
BTBD16,MYRF,0.8735780984481841,9.548012497183324e-05
BTBD16,NINJ2,0.9306578719412244,3.9302517614723785e-06
BTBD16,NIPAL4,0.9109230487260565,1.4990425882279563e-05
BTBD16,NXPH4,0.870994211537302,0.0001061681065929
BTBD16,PACC1,0.951475655333208,5.745497890140376e-07
BTBD16,PLXNB3,0.8903846913642299,4.505458028136845e-05
BTBD16,PPP1R14A,0.8741105509212522,9.33886823209522e-05
BTBD16,PRR18,0.8984703274880624,3.0038438193846987e-05
BTBD16,PTPRH,0.8861933576387392,5.492220538313247e-05
BTBD16,RNF125,0.8772252491424715,8.187614323005332e-05
BTBD16,S1PR5,0.8652104754923893,0.0001335717866474
BTBD16,SLC45A3,0.8815569537654759,6.778224669105053e-05
BTBD16,SLC5A11,0.9084622059356344,1.7330016092149818e-05
BTBD16,SLC6A9,0.8954243164355816,3.51287150491653e-05
BTBD16,ST18,0.879272415593807,7.494957118446114e-05
BTBD16,TF,0.938595361140059,2.045385771138754e-06
BTBD16,TGFA,0.9101439089937464,1.570177428793876e-05
BTBD16,TMEM125,0.9077997164897978,1.8007610170224133e-05
BTBD16,TMEM235,0.885407908604666,5.69504793251627e-05
BTBD16,TMEM63A,0.898689729512919,2.9696059216851676e-05
BTBD16,TMEM88B,0.9025827400921672,2.4123989464207257e-05
BTBD16,TRIM59,0.935892212852266,2.578621183861745e-06
BTBD16,TYMS,0.8955064483427407,3.4982939877261324e-05
BTBD16,UGT8,0.9310379857177464,3.816045303920559e-06
C10orf90,C21orf91,0.9035453995365942,2.288519693699527e-05
C10orf90,CARNS1,0.9439834764614222,1.247285629030818e-06
C10orf90,CDK18,0.9484288303645148,7.983971577411726e-07
C10orf90,CLCA4,0.8726324208233979,9.928694125313916e-05
C10orf90,CMTM5,0.9321979796421884,3.484002505209698e-06
C10orf90,CNTN2,0.9249255973445224,6.015419778225829e-06
C10orf90,COL4A5,0.9461804746981186,1.0051993890468525e-06
C10orf90,DNAH17,0.903029585644572,2.354243288233041e-05
C10orf90,ENPP2,0.9159932631671392,1.0969050764899718e-05
C10orf90,ERBB3,0.9836206213428722,1.556329666430991e-09
C10orf90,EVI2A,0.9192164303033814,8.901650886317881e-06
C10orf90,FA2H,0.9425260207834192,1.4324748042648343e-06
C10orf90,FFAR1,0.922556351943549,7.103365723450882e-06
C10orf90,FRMD4B,0.9378281009884402,2.186686751896752e-06
C10orf90,GAL3ST1,0.9125086688795778,1.3622895190763478e-05
C10orf90,GJB1,0.9134351945725266,1.287158144666489e-05
C10orf90,GLDN,0.9749725964877864,1.5759574130821347e-08
C10orf90,HAGLR,0.8750131020923396,8.992732557852536e-05
C10orf90,HOXD1,0.8836927588454243,6.158854311123583e-05
C10orf90,HSPA2,0.9061868394150508,1.974677889895198e-05
C10orf90,ICOSLG,0.940451872367382,1.7338640476828197e-06
C10orf90,IQGAP3,0.8580008435055089,0.0001753403158559
C10orf90,KLK6,0.859857401098909,0.0001637076601191
C10orf90,LDB3,0.9522032802328252,5.294829358205907e-07
C10orf90,LINC00639,0.9551086687733612,3.771396273869669e-07
C10orf90,LINC01877,0.9153080934391472,1.1454769687783138e-05
C10orf90,LINC01978,0.9420353594222476,1.4996067892413074e-06
C10orf90,LINC03002,0.9008928124388392,2.642881717153449e-05
C10orf90,LINC03013,0.970783683492144,3.661823541554409e-08
C10orf90,LIPE,0.8778290085842522,7.978219081247547e-05
C10orf90,LOC102723996,0.940451872367382,1.7338640476828197e-06
C10orf90,MAG,0.8977501201239247,3.1184699353902885e-05
C10orf90,MOG,0.9568411322468964,3.047550932058313e-07
C10orf90,MYRF,0.9434240923034228,1.3159146076632426e-06
C10orf90,NINJ2,0.9228783491259168,6.946825997251883e-06
C10orf90,NIPAL4,0.8947726983982569,3.630264628566246e-05
C10orf90,PACC1,0.9217886257956364,7.488112959754438e-06
C10orf90,PLD1,0.8858272630488984,5.586023963272356e-05
C10orf90,PLXNB3,0.9217113962808184,7.527729668411669e-06
C10orf90,PPP1R14A,0.924552075804217,6.1773559365365655e-06
C10orf90,PRR18,0.914426087492902,1.210540961056529e-05
C10orf90,RNF125,0.9190842957378704,8.979694703916975e-06
C10orf90,RTKN,0.90557566272445,2.0440094172969096e-05
C10orf90,S1PR5,0.960470831710516,1.8930531926317815e-07
C10orf90,SH3TC2-DT,0.8614373199249274,0.0001543006672831
C10orf90,SLC45A3,0.9081537176802276,1.7642934713471975e-05
C10orf90,SLC5A11,0.8769408681487959,8.287754865151936e-05
C10orf90,SLC6A9,0.8742575235508783,9.281788459232057e-05
C10orf90,SMIM5,0.9469060032589076,9.342117038120014e-07
C10orf90,SOX10,0.8727002684176836,9.900984521688952e-05
C10orf90,ST18,0.9780225039090358,7.756800965667234e-09
C10orf90,TF,0.9119084411733952,1.4128197052011783e-05
C10orf90,TGFA,0.8684707916841552,0.0001175084793014
C10orf90,TMEM125,0.8972210764864975,3.204889635759877e-05
C10orf90,TMEM235,0.854306695711102,0.000200444804886
C10orf90,TMEM63A,0.9639935294211862,1.140681624937258e-07
C10orf90,TMEM88B,0.9613781982770592,1.6689996611225394e-07
C10orf90,TMPRSS5,0.863480315566423,0.0001427811123128
C10orf90,TRIM59,0.9306303857149908,3.9386160550132605e-06
C10orf90,TYMS,0.95180230300889,5.539483035290949e-07
C10orf90,UGT8,0.90888280116913,1.6910597610663686e-05
C1QC,C3,0.8842856244861457,5.995233710479583e-05
C1QC,C3AR1,0.9087856949934432,1.7006698274876634e-05
C1QC,CD37,0.8971183998996043,3.22188276237939e-05
C1QC,CD53,0.9308234529706204,3.880167434541887e-06
C1QC,CSF1R,0.9367601892623418,2.396415141612076e-06
C1QC,CYBB,0.90707407082592,1.877411688011394e-05
C1QC,DOCK2,0.8703605279395774,0.00010892988011
C1QC,GPR34,0.8713016806910734,0.0001048483918691
C1QC,ITGAM,0.8847141644814548,5.879148347886081e-05
C1QC,ITGB2,0.9288196611409274,4.522244261248605e-06
C1QC,KCNQ1,0.8909691080563347,4.380002220794644e-05
C1QC,LILRB4,0.8779934784306119,7.921927356571929e-05
C1QC,LINC01736,0.8905154081582831,4.477150005479904e-05
C1QC,LPAR5,0.9502004355608524,6.610208149977169e-07
C1QC,LST1,0.8886416460125524,4.896857935804395e-05
C1QC,LY86,0.8575006302047536,0.0001785845054709
C1QC,NCKAP1L,0.9048776485984272,2.1255746574877256e-05
C1QC,PLD4,0.8576633602201494,0.0001775238959752
C1QC,PTAFR,0.8520217043499824,0.0002173521662844
C1QC,RASAL3,0.9168751432735196,1.0368474107645892e-05
C1QC,RNASE6,0.9272360140727534,5.088240036583687e-06
C1QC,SELPLG,0.8860004238108458,5.541496682455782e-05
C1QC,SIGLEC10,0.8869085785007965,5.3126060577452416e-05
C1QC,SIGLEC8,0.8870848675818763,5.269066364138853e-05
C1QC,SYK,0.9081873951372352,1.760855399033352e-05
C1QC,TBXAS1,0.9253937290076792,5.817326928389561e-06
C1QC,TMEM119,0.8968777414064641,3.261995951840507e-05
C1QC,TNFAIP8L2,0.8630587546311239,0.0001450999827949
C1QC,TREM2,0.886802358491842,5.3389791467817486e-05
C1QC,WDFY4,0.8720790679651773,0.0001015701179822
C21orf62,CFI,0.8765168749391019,8.438875697815304e-05
C21orf62,DOCK8,0.8561895165068777,0.0001873153863061
C21orf62,LTF,0.9136442005673674,1.2706809308533856e-05
C21orf62,PRPH,0.8603107038352955,0.0001609631214635
C21orf91,CEDORA,0.8631066423139412,0.0001448350653987
C21orf91,CLCA4,0.8829836206074243,6.359244264986309e-05
C21orf91,ERBB3,0.8822943944315468,6.558981168344054e-05
C21orf91,EVI2A,0.9288868892228924,4.499394905245552e-06
C21orf91,FRMD4B,0.9446800938812224,1.1659061762203678e-06
C21orf91,GIPR,0.8554657492760075,0.0001922787116418
C21orf91,GLDN,0.9064542332169372,1.944946558410256e-05
C21orf91,ICOSLG,0.8754858532305433,8.81556999699699e-05
C21orf91,LDB3,0.8539283668964549,0.0002031692755699
C21orf91,LINC00639,0.9057405733469632,2.025112028718336e-05
C21orf91,LINC01978,0.8916942255375698,4.228256336725236e-05
C21orf91,LINC03013,0.9386259406613856,2.039911370334072e-06
C21orf91,LOC102723996,0.8754858532305433,8.81556999699699e-05
C21orf91,LOC105371366,0.8631066423139412,0.0001448350653987
C21orf91,MOG,0.8736778671311355,9.508541491274744e-05
C21orf91,MYRF,0.8550783628482039,0.0001949779769019
C21orf91,PACC1,0.8548008925591339,0.0001969298447783
C21orf91,PLD1,0.8767870246931351,8.342335682917254e-05
C21orf91,PPP1R14A,0.8516013294007884,0.0002205826589014
C21orf91,RNF125,0.9283709339824492,4.677171478625822e-06
C21orf91,S1PR5,0.8776129610602114,8.052649942022483e-05
C21orf91,SMIM5,0.868252971203335,0.0001185309971205
C21orf91,ST18,0.9223739501128516,7.19329674851188e-06
C21orf91,TMEM63A,0.8887217888461278,4.878283822523444e-05
C21orf91,TMEM88B,0.8864060682496459,5.438301180717892e-05
C21orf91,TRIM59,0.9045491451787734,2.164857152152053e-05
C21orf91,TYMS,0.901649851677608,2.5375387148091312e-05
C21orf91,UGT8,0.8754234189888799,8.838805711047363e-05
C3,C3AR1,0.9339120206769872,3.036493533601627e-06
C3,CD37,0.9524261467191524,5.162689404502679e-07
C3,CD53,0.9417790013732954,1.5356821581278514e-06
C3,CD84,0.9149490768854942,1.1716115625668095e-05
C3,CSF1R,0.9590243273100688,2.300351459555947e-07
C3,CSF2RA,0.9474120505812296,8.871497412040537e-07
C3,CX3CR1,0.9586334310749396,2.421834789404867e-07
C3,CYBB,0.9402278027566268,1.7692797817632783e-06
C3,DHRS9,0.8590395308046175,0.0001687538154854
C3,DOCK2,0.9455158683496117,1.0740064893102296e-06
C3,DOCK8,0.9374149451445858,2.2659864700928397e-06
C3,EVI2B,0.8991570840429448,2.8977202281095825e-05
C3,FCRLA,0.8513960713777265,0.0002221738473341
C3,GAL3ST4,0.9464394525672136,9.793753585474017e-07
C3,GPR34,0.9373207369482832,2.284390436374367e-06
C3,HPGDS,0.9147825818985276,1.183893640033442e-05
C3,IGSF6,0.9162166709379952,1.0814318968808772e-05
C3,ITGAM,0.9568404815034922,3.047799828663309e-07
C3,ITGB2,0.943887291185822,1.2588749225385857e-06
C3,KIF18B,0.9214384437784932,7.669105453199457e-06
C3,LILRA2,0.9220517285815016,7.354409811717177e-06
C3,LILRB4,0.953560424675142,4.53096495387462e-07
C3,LINC00323,0.8717393604550698,0.0001029924414376
C3,LINC01736,0.942851628045902,1.3892857547991332e-06
C3,LINC02712,0.8518296479607576,0.0002188233726078
C3,LOC729654,0.8702896713110092,0.0001092422280934
C3,LPAR5,0.95720006165802,2.912760725336699e-07
C3,LPCAT2,0.933747866176316,3.077221523311801e-06
C3,LST1,0.9252471068405568,5.878795368627289e-06
C3,LY86,0.9480974350299638,8.264936216808246e-07
C3,MPEG1,0.9330399969616836,3.257945434556433e-06
C3,NCKAP1L,0.947923108822852,8.415921547667664e-07
C3,NSUN7,0.8993492038297641,2.868578376920996e-05
C3,OLR1,0.8678149719148415,0.0001206086196852
C3,P2RY12,0.9178253835563348,9.751325529043153e-06
C3,P2RY13,0.9561003583812948,3.3417821137550295e-07
C3,PARP15,0.8505541296284592,0.0002287965646929
C3,PIK3R5,0.878425713351769,7.775504300801957e-05
C3,PLD4,0.9721956177751114,2.7961514733238564e-08
C3,PLVAP,0.8653193842496795,0.0001330083594682
C3,PTGS1,0.967505796140766,6.530506435554165e-08
C3,RASAL3,0.9325374681807256,3.39138177483518e-06
C3,RNASE6,0.9261873467489712,5.493563481321032e-06
C3,SCN7A,0.8616330658844563,0.0001531658635354
C3,SELPLG,0.9750770635759616,1.5404246966790236e-08
C3,SMIM35,0.9167954749875382,1.042161419298904e-05
C3,ST6GALNAC2,0.858918191275859,0.0001695129103014
C3,SUSD3,0.9569220527178042,3.016728879167158e-07
C3,SYK,0.9054572355714948,2.0576675493656576e-05
C3,TBXAS1,0.9170610912087992,1.024529383472566e-05
C3,TLR1,0.9169132372798464,1.034314212914977e-05
C3,TLR6,0.9002241521707312,2.738825461387638e-05
C3,TMEM119,0.9210376213465096,7.88058967141694e-06
C3,TNFAIP8L2,0.860510977770235,0.0001597623041686
C3,TREM2,0.9690583307257412,5.00385356103425e-08
C3,WDFY4,0.9627090795236446,1.3797842860619224e-07
C3AR1,CD37,0.9238248167747048,6.5027546049010685e-06
C3AR1,CD53,0.9668318772286358,7.301547874313691e-08
C3AR1,CD84,0.8934626162734268,3.87582188861169e-05
C3AR1,CIMIP2B,0.9214770850702768,7.648961964331577e-06
C3AR1,CSF1R,0.9275356242666082,4.976991073700162e-06
C3AR1,CSF2RA,0.9288181777522307,4.52274948837014e-06
C3AR1,CX3CR1,0.888325061421977,4.970785967321326e-05
C3AR1,CYBB,0.913034907373802,1.3191960056311147e-05
C3AR1,DHRS9,0.8636068061417851,0.0001420911282957
C3AR1,DOCK2,0.9295422451052124,4.281504147845668e-06
C3AR1,DOCK8,0.8831772689608834,6.304011582876542e-05
C3AR1,EVI2B,0.8855400206137164,5.660518963819321e-05
C3AR1,GPR34,0.9723434272195632,2.716141194908265e-08
C3AR1,HPGDS,0.8794909696454584,7.42387404716638e-05
C3AR1,IGSF6,0.855124557727528,0.0001946545203587
C3AR1,ITGAL,0.8559593971019337,0.0001888822567538
C3AR1,ITGAM,0.903740835614237,2.264006915872189e-05
C3AR1,ITGB2,0.9451701301977224,1.1112822363894852e-06
C3AR1,KCNQ1,0.8558451569354408,0.0001896639808755
C3AR1,KIF18B,0.9351654482368312,2.7396671437533644e-06
C3AR1,LILRA2,0.8623719532211482,0.0001489421354786
C3AR1,LILRB4,0.9279426641525516,4.8290101133519485e-06
C3AR1,LINC01736,0.940144698969008,1.7825629256775018e-06
C3AR1,LPAR5,0.95071011884685,6.252763797974259e-07
C3AR1,LPCAT2,0.9290307006369362,4.450829874151809e-06
C3AR1,LST1,0.859275945645827,0.0001672825994208
C3AR1,LY86,0.9571911553735843,2.916045666774135e-07
C3AR1,MPEG1,0.8784601350573711,7.763937478629054e-05
C3AR1,NCKAP1L,0.9218190534041636,7.472550702776695e-06
C3AR1,NSUN7,0.8840817208839106,6.0511095158867e-05
C3AR1,OLR1,0.8767517159431525,8.354903069854703e-05
C3AR1,P2RY12,0.8590176861619004,0.0001688902741948
C3AR1,P2RY13,0.9232277374506372,6.780133746933652e-06
C3AR1,PIK3R5,0.9050892955299829,2.100571237839217e-05
C3AR1,PLD4,0.9161131098196564,1.0885824777804976e-05
C3AR1,PLVAP,0.9010073495390776,2.6267218487029e-05
C3AR1,PTGS1,0.91486782624751,1.1775923937100374e-05
C3AR1,RASAL3,0.9026399839636674,2.404884944119596e-05
C3AR1,RNASE6,0.9339760484613197,3.020726499183694e-06
C3AR1,SELPLG,0.929985867908708,4.138913817935138e-06
C3AR1,SIGLEC10,0.8707458011694821,0.0001072439980741
C3AR1,SMIM35,0.8827226448770727,6.434292920134223e-05
C3AR1,SUSD3,0.9103295934017508,1.552982833198994e-05
C3AR1,SYK,0.9077689648211732,1.803957342913517e-05
C3AR1,TBXAS1,0.9152394379672792,1.150438026740781e-05
C3AR1,TLR1,0.8981091747418753,3.060892559675809e-05
C3AR1,TLR6,0.8776378379775065,8.044051353152204e-05
C3AR1,TMEM119,0.9022805257216104,2.452382230286098e-05
C3AR1,TREM2,0.942919523520373,1.3804144120153825e-06
C3AR1,WDFY4,0.8921715109315712,4.130699096558878e-05
CARNS1,CDK18,0.9684818271370772,5.5324463340339736e-08
CARNS1,CLCA4,0.8905031254047422,4.479803865825221e-05
CARNS1,CMTM5,0.9144216050807196,1.2108790649647936e-05
CARNS1,CNTN2,0.9748681054766702,1.6121636121371394e-08
CARNS1,COL4A5,0.9539241402388712,4.3422572542428446e-07
CARNS1,DNAH17,0.969259779276423,4.82915332550872e-08
CARNS1,DOCK10,0.8919928551446176,4.1670024263381146e-05
CARNS1,ENPP2,0.9678758583672906,6.136174215754787e-08
CARNS1,ERBB3,0.9468780388830698,9.36870237210496e-07
CARNS1,EVI2A,0.9208942828949306,7.957351552041032e-06
CARNS1,FA2H,0.9878695952065184,3.008240447208136e-10
CARNS1,FFAR1,0.936871085233059,2.3739071560746536e-06
CARNS1,FRMD4B,0.8683968019796795,0.0001178550167375
CARNS1,GAL3ST1,0.9610510965107664,1.7471353779960786e-07
CARNS1,GIPR,0.8672632851598562,0.0001232667978948
CARNS1,GJB1,0.983877777374246,1.4273049275007632e-09
CARNS1,GLDN,0.9539265846495794,4.341010966691849e-07
CARNS1,GPD1,0.8714729691187483,0.0001041188981983
CARNS1,GPIHBP1,0.9045781969189126,2.1613597690336668e-05
CARNS1,GPR62,0.9498516005775032,6.864271592243197e-07
CARNS1,HAGLR,0.9038750591865108,2.247294497853553e-05
CARNS1,HOXD1,0.9181383095790326,9.554708976266298e-06
CARNS1,HSPA2,0.9609693879558632,1.7671102981576573e-07
CARNS1,ICOSLG,0.946365516232111,9.866924057381442e-07
CARNS1,IQGAP3,0.8706648178404898,0.000107596622645
CARNS1,KLK6,0.9564324529895069,3.207149238367942e-07
CARNS1,LDB3,0.9495826570844887,7.065509936940548e-07
CARNS1,LINC00639,0.9189279712844745,9.072738116752912e-06
CARNS1,LINC01877,0.8571186404433696,0.0001810940114275
CARNS1,LINC01978,0.8909764489805532,4.378444386439961e-05
CARNS1,LINC03002,0.9028721397398874,2.374604245934719e-05
CARNS1,LINC03013,0.9096577367854344,1.615925138819837e-05
CARNS1,LIPE,0.9540387299458568,4.2841450193875595e-07
CARNS1,LOC102723996,0.946365516232111,9.866924057381442e-07
CARNS1,MAG,0.9652516668604284,9.402924727294834e-08
CARNS1,MOG,0.971029043142436,3.4975036269757215e-08
CARNS1,MYRF,0.9801548701185052,4.44300360023771e-09
CARNS1,NINJ2,0.9807049587857588,3.810567606365666e-09
CARNS1,NIPAL4,0.9684141303833554,5.597388790881023e-08
CARNS1,NXPH4,0.867301364967589,0.000123081829007
CARNS1,PACC1,0.9445654692532812,1.178992205610853e-06
CARNS1,PLD1,0.8701837196581722,0.0001097106158663
CARNS1,PLXNB3,0.931336921464116,3.728127556119164e-06
CARNS1,PPP1R14A,0.9135538372495928,1.2777838233946213e-05
CARNS1,PRR18,0.9416195919738106,1.5584670192428269e-06
CARNS1,RNF125,0.8680472571547876,0.000119503197847
CARNS1,RTKN,0.9298347060688452,4.187062480060964e-06
CARNS1,S1PR5,0.9293849435838536,4.333007839694987e-06
CARNS1,SH3TC2-DT,0.8809539022103042,6.961843434897413e-05
CARNS1,SLC45A3,0.9701474020614133,4.117436698835783e-08
CARNS1,SLC5A11,0.9501317094365956,6.65964913397699e-07
CARNS1,SLC6A9,0.9248197854145234,6.060941006624458e-06
CARNS1,SMIM5,0.9098050852363536,1.6019480721728463e-05
CARNS1,SOX10,0.8910826219849507,4.355962855048202e-05
CARNS1,ST18,0.9308432684633096,3.874208466690291e-06
CARNS1,TF,0.984823015334168,1.0256195123869096e-09
CARNS1,TGFA,0.9356095882430262,2.640311767684947e-06
CARNS1,TMEM125,0.9607765757366296,1.8149830756977797e-07
CARNS1,TMEM233,0.9037798050474964,2.2591444938798453e-05
CARNS1,TMEM235,0.939131728424656,1.9510718622774487e-06
CARNS1,TMEM63A,0.9568146098759064,3.057708608964604e-07
CARNS1,TMEM88B,0.9622265092464668,1.4795117408784096e-07
CARNS1,TRIM59,0.9607339439029446,1.8257090235685545e-07
CARNS1,TYMS,0.9282609752861036,4.7157826414446845e-06
CARNS1,UGT8,0.937308103461784,2.286867617042013e-06
CCBE1,FCER2,0.926431695239784,5.396867025101779e-06
CCBE1,LSP1,0.8981898547217494,3.048073200430012e-05
CCBE1,PDYN,0.8872247870254854,5.2347133133904046e-05
CCBE1,TMEM272,0.9213721433270848,7.703767281108882e-06
CD300C,CD53,0.8570883036459062,0.0001812945090766
CD300C,CD84,0.857572320671712,0.0001781166349693
CD300C,CSF1R,0.8627556954316601,0.000146785504005
CD300C,GAL3ST4,0.851140447320929,0.0002241682392531
CD300C,KIF18B,0.8838209257264074,6.123182863434556e-05
CD300C,LILRB4,0.866041259434699,0.0001293216040052
CD300C,LINC01736,0.8805158321865403,7.09770954248678e-05
CD300C,LPCAT2,0.8692312395893845,0.0001139938043715
CD300C,NCKAP1L,0.8538344667231634,0.0002038500282244
CD300C,SIGLEC8,0.869504887446994,0.0001127498013073
CD300C,TBXAS1,0.8978941542927452,3.095269239515457e-05
CD300C,TMEM119,0.9024741336406754,2.426706861888525e-05
CD37,CD53,0.9286168318559512,4.591750618261045e-06
